wave	var	page	description	labels	depends_on	section	source
Interview 1 (prenatal, ~12 wk gestation)	A130_1	40	In which weeks of gestation did you not smoke?  (see master list) - week 1	0. no | 1. yes	Depends on: A127 A128 A129	AND NOW, QUESTIONS ABOUT SMOKING	expanded
Interview 1 (prenatal, ~12 wk gestation)	A130_2	40	In which weeks of gestation did you not smoke?  (see master list) - week 2	0. no | 1. yes	Depends on: A127 A128 A129	AND NOW, QUESTIONS ABOUT SMOKING	expanded
Interview 1 (prenatal, ~12 wk gestation)	A130_3	40	In which weeks of gestation did you not smoke?  (see master list) - week 3	0. no | 1. yes	Depends on: A127 A128 A129	AND NOW, QUESTIONS ABOUT SMOKING	expanded
Interview 1 (prenatal, ~12 wk gestation)	A130_4	40	In which weeks of gestation did you not smoke?  (see master list) - week 4	0. no | 1. yes	Depends on: A127 A128 A129	AND NOW, QUESTIONS ABOUT SMOKING	expanded
Interview 1 (prenatal, ~12 wk gestation)	A130_5	40	In which weeks of gestation did you not smoke?  (see master list) - week 5	0. no | 1. yes	Depends on: A127 A128 A129	AND NOW, QUESTIONS ABOUT SMOKING	expanded
Interview 1 (prenatal, ~12 wk gestation)	A130_6	40	In which weeks of gestation did you not smoke?  (see master list) - week 6	0. no | 1. yes	Depends on: A127 A128 A129	AND NOW, QUESTIONS ABOUT SMOKING	expanded
Interview 1 (prenatal, ~12 wk gestation)	A130_7	40	In which weeks of gestation did you not smoke?  (see master list) - week 7	0. no | 1. yes	Depends on: A127 A128 A129	AND NOW, QUESTIONS ABOUT SMOKING	expanded
Interview 1 (prenatal, ~12 wk gestation)	A130_8	40	In which weeks of gestation did you not smoke?  (see master list) - week 8	0. no | 1. yes	Depends on: A127 A128 A129	AND NOW, QUESTIONS ABOUT SMOKING	expanded
Interview 1 (prenatal, ~12 wk gestation)	A130_9	40	In which weeks of gestation did you not smoke?  (see master list) - week 9	0. no | 1. yes	Depends on: A127 A128 A129	AND NOW, QUESTIONS ABOUT SMOKING	expanded
Interview 1 (prenatal, ~12 wk gestation)	A130_10	40	In which weeks of gestation did you not smoke?  (see master list) - week 10	0. no | 1. yes	Depends on: A127 A128 A129	AND NOW, QUESTIONS ABOUT SMOKING	expanded
Interview 1 (prenatal, ~12 wk gestation)	A130_11	40	In which weeks of gestation did you not smoke?  (see master list) - week 11	0. no | 1. yes	Depends on: A127 A128 A129	AND NOW, QUESTIONS ABOUT SMOKING	expanded
Interview 1 (prenatal, ~12 wk gestation)	A130_12	40	In which weeks of gestation did you not smoke?  (see master list) - week 12	0. no | 1. yes	Depends on: A127 A128 A129	AND NOW, QUESTIONS ABOUT SMOKING	expanded
Interview 1 (prenatal, ~12 wk gestation)	A130_13	40	In which weeks of gestation did you not smoke?  (see master list) - week 13	0. no | 1. yes	Depends on: A127 A128 A129	AND NOW, QUESTIONS ABOUT SMOKING	expanded
Interview 1 (prenatal, ~12 wk gestation)	A130_14	40	In which weeks of gestation did you not smoke?  (see master list) - week 14	0. no | 1. yes	Depends on: A127 A128 A129	AND NOW, QUESTIONS ABOUT SMOKING	expanded
Interview 1 (prenatal, ~12 wk gestation)	A130_15	40	In which weeks of gestation did you not smoke?  (see master list) - week 15	0. no | 1. yes	Depends on: A127 A128 A129	AND NOW, QUESTIONS ABOUT SMOKING	expanded
Interview 1 (prenatal, ~12 wk gestation)	A130_16	40	In which weeks of gestation did you not smoke?  (see master list) - week 16	0. no | 1. yes	Depends on: A127 A128 A129	AND NOW, QUESTIONS ABOUT SMOKING	expanded
Interview 1 (prenatal, ~12 wk gestation)	A130_17	40	In which weeks of gestation did you not smoke?  (see master list) - week 17	0. no | 1. yes	Depends on: A127 A128 A129	AND NOW, QUESTIONS ABOUT SMOKING	expanded
Interview 1 (prenatal, ~12 wk gestation)	A130_18	40	In which weeks of gestation did you not smoke?  (see master list) - week 18	0. no | 1. yes	Depends on: A127 A128 A129	AND NOW, QUESTIONS ABOUT SMOKING	expanded
Interview 1 (prenatal, ~12 wk gestation)	A130_19	40	In which weeks of gestation did you not smoke?  (see master list) - week 19	0. no | 1. yes	Depends on: A127 A128 A129	AND NOW, QUESTIONS ABOUT SMOKING	expanded
Interview 1 (prenatal, ~12 wk gestation)	A130_20	40	In which weeks of gestation did you not smoke?  (see master list) - week 20	0. no | 1. yes	Depends on: A127 A128 A129	AND NOW, QUESTIONS ABOUT SMOKING	expanded
Interview 1 (prenatal, ~12 wk gestation)	A130_21	40	In which weeks of gestation did you not smoke?  (see master list) - week 21	0. no | 1. yes	Depends on: A127 A128 A129	AND NOW, QUESTIONS ABOUT SMOKING	expanded
Interview 1 (prenatal, ~12 wk gestation)	A130_22	40	In which weeks of gestation did you not smoke?  (see master list) - week 22	0. no | 1. yes	Depends on: A127 A128 A129	AND NOW, QUESTIONS ABOUT SMOKING	expanded
Interview 1 (prenatal, ~12 wk gestation)	A130_23	40	In which weeks of gestation did you not smoke?  (see master list) - week 23	0. no | 1. yes	Depends on: A127 A128 A129	AND NOW, QUESTIONS ABOUT SMOKING	expanded
Interview 1 (prenatal, ~12 wk gestation)	A130_24	40	In which weeks of gestation did you not smoke?  (see master list) - week 24	0. no | 1. yes	Depends on: A127 A128 A129	AND NOW, QUESTIONS ABOUT SMOKING	expanded
Interview 1 (prenatal, ~12 wk gestation)	A130_25	40	In which weeks of gestation did you not smoke?  (see master list) - week 25	0. no | 1. yes	Depends on: A127 A128 A129	AND NOW, QUESTIONS ABOUT SMOKING	expanded
Interview 1 (prenatal, ~12 wk gestation)	A130_26	40	In which weeks of gestation did you not smoke?  (see master list) - week 26	0. no | 1. yes	Depends on: A127 A128 A129	AND NOW, QUESTIONS ABOUT SMOKING	expanded
Interview 1 (prenatal, ~12 wk gestation)	A130_27	40	In which weeks of gestation did you not smoke?  (see master list) - week 27	0. no | 1. yes	Depends on: A127 A128 A129	AND NOW, QUESTIONS ABOUT SMOKING	expanded
Interview 1 (prenatal, ~12 wk gestation)	A130_28	40	In which weeks of gestation did you not smoke?  (see master list) - week 28	0. no | 1. yes	Depends on: A127 A128 A129	AND NOW, QUESTIONS ABOUT SMOKING	expanded
Interview 1 (prenatal, ~12 wk gestation)	A130_29	40	In which weeks of gestation did you not smoke?  (see master list) - week 29	0. no | 1. yes	Depends on: A127 A128 A129	AND NOW, QUESTIONS ABOUT SMOKING	expanded
Interview 1 (prenatal, ~12 wk gestation)	A130_30	40	In which weeks of gestation did you not smoke?  (see master list) - week 30	0. no | 1. yes	Depends on: A127 A128 A129	AND NOW, QUESTIONS ABOUT SMOKING	expanded
Interview 1 (prenatal, ~12 wk gestation)	A130_31	40	In which weeks of gestation did you not smoke?  (see master list) - week 31	0. no | 1. yes	Depends on: A127 A128 A129	AND NOW, QUESTIONS ABOUT SMOKING	expanded
Interview 1 (prenatal, ~12 wk gestation)	A130_32	40	In which weeks of gestation did you not smoke?  (see master list) - week 32	0. no | 1. yes	Depends on: A127 A128 A129	AND NOW, QUESTIONS ABOUT SMOKING	expanded
Interview 1 (prenatal, ~12 wk gestation)	A130_33	40	In which weeks of gestation did you not smoke?  (see master list) - week 33	0. no | 1. yes	Depends on: A127 A128 A129	AND NOW, QUESTIONS ABOUT SMOKING	expanded
Interview 1 (prenatal, ~12 wk gestation)	A130_34	40	In which weeks of gestation did you not smoke?  (see master list) - week 34	0. no | 1. yes	Depends on: A127 A128 A129	AND NOW, QUESTIONS ABOUT SMOKING	expanded
Interview 1 (prenatal, ~12 wk gestation)	A130_35	40	In which weeks of gestation did you not smoke?  (see master list) - week 35	0. no | 1. yes	Depends on: A127 A128 A129	AND NOW, QUESTIONS ABOUT SMOKING	expanded
Interview 1 (prenatal, ~12 wk gestation)	A130_36	40	In which weeks of gestation did you not smoke?  (see master list) - week 36	0. no | 1. yes	Depends on: A127 A128 A129	AND NOW, QUESTIONS ABOUT SMOKING	expanded
Interview 1 (prenatal, ~12 wk gestation)	A130_37	40	In which weeks of gestation did you not smoke?  (see master list) - week 37	0. no | 1. yes	Depends on: A127 A128 A129	AND NOW, QUESTIONS ABOUT SMOKING	expanded
Interview 1 (prenatal, ~12 wk gestation)	A130_38	40	In which weeks of gestation did you not smoke?  (see master list) - week 38	0. no | 1. yes	Depends on: A127 A128 A129	AND NOW, QUESTIONS ABOUT SMOKING	expanded
Interview 1 (prenatal, ~12 wk gestation)	A130_39	40	In which weeks of gestation did you not smoke?  (see master list) - do not know	0. no | 1. yes	Depends on: A127 A128 A129	AND NOW, QUESTIONS ABOUT SMOKING	expanded
Interview 1 (prenatal, ~12 wk gestation)	A130_40	40	In which weeks of gestation did you not smoke?  (see master list) - do not want to answer	0. no | 1. yes	Depends on: A127 A128 A129	AND NOW, QUESTIONS ABOUT SMOKING	expanded
Interview 1 (prenatal, ~12 wk gestation)	A131	40	Which is your most preferred tobacco brand?	1. Cecil Rød, Tar 10 mg, Nicotine 0,9 mg Cabon monoxide 9 mg | 2. Cecil grøn,Tar 10 mg, Nicotine 0,8 mg Cabon monoxide 7 mg | 3. Kings hvid Tar 10 mg, Nicotine 0,7 mg Cabon monoxide 7 mg, | 4. Kings gul, Tar 10 mg, Nicotine 0,9 mg Cabon monoxide 10 mg | 5. Look grøn, Tar 10 mg, Nicotine 0,9 mg Cabon monoxide 10 mg | 6. Look light, Tar 8 mg, Nicotine 0,7 mg Cabon monoxide 8 mg, | 7. Look rød Tar 10 mg, Nicotine 0,9 mg Cabon monoxide 10 mg, | 8. Look Ultra Light Tar 6 mg, Nicotine 0,6 mg Cabon monoxide 6 mg, | 9. Lucky strike, Tar 12 mg, Nicotine 0,9 mg | 10. Prince Light, Tar 8 mg, Nicotine 0,7 mg Carbon monoxide 8 mg | 11. Prince Light 100 Tar 8 mg, Nicotine 0,7 mg Carbon monoxide 7 mg, | 12. Prince Tar 10 mg, Nicotine 0,9 mg Carbon monoxide 10 mg, | 13. Prince 100, Tar 10 mg, Nicotine 0,9 mg Carbon monoxide 10 mg | 14. Prince grøn,Tar 8 mg, Nicotine 0,7 mg Carbon monoxide 8 mg, | 15. Prince ultralight, Tar 6 mg, Nicotine 0,5 mg Carbon monoxide 7 mg | 16. Queens, Tar 10 mg, Nicotine 0,7 mg Carbon monoxide 7 mg | 17. Rocky Mountain, Tar 10 mg, Nicotine 0,8 mg Carbon monoxide 10 mg | 18. Rulletobak | 19. Savoy, Tar 5 mg, Nicotine 0,5 mg Carbon monoxide 6 mg | 20. Savoy Light Tar 3mg, Nicotine 0,3 mg Carbon monoxide 6 mg | 21. Savoy Ultra Light Tar 1 mg, Nicotine 0,1 mg Carbon monoxide 2 mg | 22. Other | 23. do not know | 24. do not want to answer | Source: Nicotine, Tar og Carbon monoxide House of Price' home page. For Lucky Strike magasin M!' home page, test	Depends on: A127 A128	AND NOW, QUESTIONS ABOUT SMOKING	extracted
Interview 1 (prenatal, ~12 wk gestation)	A131A	41	other name of brand, text		Depends on: A131	AND NOW, QUESTIONS ABOUT SMOKING	extracted
Interview 1 (prenatal, ~12 wk gestation)	A132	41	How much did you smoke on average? A132_1. cigarettes/week A132_2. cigarettes/day A132_3. pipes/day A132_4. cheroots/day A132_5. cigars/day A132_6. do not know A132_7. do not want to answer		Depends on: A127 A128	AND NOW, QUESTIONS ABOUT SMOKING	extracted
Interview 1 (prenatal, ~12 wk gestation)	A132_1	41	How much did you smoke on average? - cigarettes/week		Depends on: A127 A128	AND NOW, QUESTIONS ABOUT SMOKING	expanded
Interview 1 (prenatal, ~12 wk gestation)	A132_2	41	How much did you smoke on average? - cigarettes/day		Depends on: A127 A128	AND NOW, QUESTIONS ABOUT SMOKING	expanded
Interview 1 (prenatal, ~12 wk gestation)	A132_3	41	How much did you smoke on average? - pipes/day		Depends on: A127 A128	AND NOW, QUESTIONS ABOUT SMOKING	expanded
Interview 1 (prenatal, ~12 wk gestation)	A132_4	41	How much did you smoke on average? - cheroots/day		Depends on: A127 A128	AND NOW, QUESTIONS ABOUT SMOKING	expanded
Interview 1 (prenatal, ~12 wk gestation)	A132_5	41	How much did you smoke on average? - cigars/day		Depends on: A127 A128	AND NOW, QUESTIONS ABOUT SMOKING	expanded
Interview 1 (prenatal, ~12 wk gestation)	A132_6	41	How much did you smoke on average? - do not know		Depends on: A127 A128	AND NOW, QUESTIONS ABOUT SMOKING	expanded
Interview 1 (prenatal, ~12 wk gestation)	A132_7	41	How much did you smoke on average? - do not want to answer		Depends on: A127 A128	AND NOW, QUESTIONS ABOUT SMOKING	expanded
Interview 1 (prenatal, ~12 wk gestation)	A132A_1	41	number of cigarettes/week (1-99)		Depends on: A132	AND NOW, QUESTIONS ABOUT SMOKING	extracted
Interview 1 (prenatal, ~12 wk gestation)	A132A_2	41	number of cigarettes/day (1-99)		Depends on: A132	AND NOW, QUESTIONS ABOUT SMOKING	extracted
Interview 1 (prenatal, ~12 wk gestation)	A132A_3	41	number of pipes/day (1-99)		Depends on: A132	AND NOW, QUESTIONS ABOUT SMOKING	extracted
Interview 1 (prenatal, ~12 wk gestation)	A132A_4	41	number of cheroots/day (1-99)		Depends on: A132	AND NOW, QUESTIONS ABOUT SMOKING	extracted
Interview 1 (prenatal, ~12 wk gestation)	A132A_5	41	number of cigars/day (1-99)		Depends on: A132	AND NOW, QUESTIONS ABOUT SMOKING	extracted
Interview 1 (prenatal, ~12 wk gestation)	A133	42	Did you use nicotine gum, patches or inhalator while pregnant?	1. yes | 2. no | 3. do not know | 4. do not want to answer | 9. Undefined | 10 Irrelevant		AND NOW, QUESTIONS ABOUT SMOKING	extracted
Interview 1 (prenatal, ~12 wk gestation)	A134	42	What methods did you use while pregnant? A134_1. nicotine patches A134_2. nicotine gum A134_3. nicotine inhalator A143_4. do not know A135_5. do not want to answer		Depends on: A133	AND NOW, QUESTIONS ABOUT SMOKING	extracted
Interview 1 (prenatal, ~12 wk gestation)	A134_1	42	What methods did you use while pregnant? - nicotine patches		Depends on: A133	AND NOW, QUESTIONS ABOUT SMOKING	expanded
Interview 1 (prenatal, ~12 wk gestation)	A134_2	42	What methods did you use while pregnant? - nicotine gum		Depends on: A133	AND NOW, QUESTIONS ABOUT SMOKING	expanded
Interview 1 (prenatal, ~12 wk gestation)	A134_3	42	What methods did you use while pregnant? - nicotine inhalator A143_4. do not know A135_5. do not want to answer		Depends on: A133	AND NOW, QUESTIONS ABOUT SMOKING	expanded
Interview 1 (prenatal, ~12 wk gestation)	A135.1-3	42	In which gestation weeks did you use (answer in 134)? Label format A135xxyy, where xx refers to x'te time answer in 134 og yy refers to the gestation week when the method was applied. Variabel 0=no; 1=yes. A1350101-A1350138 A1350201-A1350238 A1350301-A1350338 A135xx39 do not know A135xx40 do not want to answer And now for different kinds of beverage		Depends on: A133 A134	AND NOW, QUESTIONS ABOUT SMOKING	range-header
Interview 1 (prenatal, ~12 wk gestation)	A136	42	How many cups of coffee do you drink per day? 1 mug = 2 cups, 1 pot = 8 cups = 1l.	1. cups | 2. < 1 a day | 3. never | 4. do not know | 5. do not want to answer | 9. undefined | 10 Irrelevant		AND NOW, QUESTIONS ABOUT SMOKING	extracted
Interview 1 (prenatal, ~12 wk gestation)	A136A	42	number of cups of coffee/day		Depends on: A136	AND NOW, QUESTIONS ABOUT SMOKING	extracted
Interview 1 (prenatal, ~12 wk gestation)	A137	42	How many cups of tea do you drink per day? 1 mug = 2 cups, 1 pot = 8 cups = 1l.	1. cups | 2. < 1 cup/day | 3. never | 4. do not know | 5. do not want to answer | 9. undefined | 10 Irrelevant		AND NOW, QUESTIONS ABOUT SMOKING	extracted
Interview 1 (prenatal, ~12 wk gestation)	A137A	42	number of cups of tea/day		Depends on: A137	AND NOW, QUESTIONS ABOUT SMOKING	extracted
Interview 1 (prenatal, ~12 wk gestation)	A138	43	How many normal beers do you drink per week? 1 light beer = ½ normal, 1 strong beer = 2 normal beers	1. Beers | 2. < 1 beer/week | 3. never | 4. do not know | 5. do not want to answer | 9. undefined | 10 Irrelevant		AND NOW, QUESTIONS ABOUT SMOKING	extracted
Interview 1 (prenatal, ~12 wk gestation)	A138A	43	Number of beers per week during pregnancy		Depends on: A138	AND NOW, QUESTIONS ABOUT SMOKING	extracted
Interview 1 (prenatal, ~12 wk gestation)	A139	43	How many normal beers did you drink per week before you got pregnant? 1 light beer = ½ normal, 1 strong beer = 2 normal beers	1. beers | 2. < 1 beer/week | 3. never | 4. do not know | 5. do not want to answer | 9. undefined | 10 Irrelevant		AND NOW, QUESTIONS ABOUT SMOKING	extracted
Interview 1 (prenatal, ~12 wk gestation)	A139A	43	Number of beers/week before pregnancy		Depends on: A139	AND NOW, QUESTIONS ABOUT SMOKING	extracted
Interview 1 (prenatal, ~12 wk gestation)	A140	43	How many glasses of wine do you drink per week now?	1. glasses of wine | 2. < 1 glass of wine /week | 3. never | 4. do not know | 5. do not want to answer | 9. undefined | 10 Irrelevant		AND NOW, QUESTIONS ABOUT SMOKING	extracted
Interview 1 (prenatal, ~12 wk gestation)	A140A	43	Number of glasses of wine/week during pregnancy		Depends on: A139	AND NOW, QUESTIONS ABOUT SMOKING	extracted
Interview 1 (prenatal, ~12 wk gestation)	A141	43	How many glasses of wine did you drink per week before you got pregnant?	1. glasses of wine | 2. < 1 glass/week | 3. never | 4. do not know | 5. do not want to answer | 9. undefined | 10 Irrelevant		AND NOW, QUESTIONS ABOUT SMOKING	extracted
Interview 1 (prenatal, ~12 wk gestation)	A141A	43	Number of glasses of wine/week before pregnancy If "never' in A140 and A141 please skip A142		Depends on: A139	AND NOW, QUESTIONS ABOUT SMOKING	extracted
Interview 1 (prenatal, ~12 wk gestation)	A142	43	What type of wine do you drink the most, red wine or white wine?	1. red wine | 2. white wine | 3. 50-50 | 4. do not know | 5. do not want to answer | 9. undefined | 10. irrelevant	Depends on: A140 A141	AND NOW, QUESTIONS ABOUT SMOKING	extracted
Interview 1 (prenatal, ~12 wk gestation)	A143	44	How many glasses of spirits do you drink per week?	1. glasses of spirits | 2. < 1 per week | 3. Never | 4. do not know | 5. do not want to answer		AND NOW, QUESTIONS ABOUT SMOKING	extracted
Interview 1 (prenatal, ~12 wk gestation)	A143A	44	number of glasses of spirits/week now		Depends on: A143	AND NOW, QUESTIONS ABOUT SMOKING	extracted
Interview 1 (prenatal, ~12 wk gestation)	A144	44	How many glasses of spirits did you drink per week before you got pregnant?	1. glasses of spirits | 2. < 1 per week | 3. never | 4. do not know | 5. do not want to answer		AND NOW, QUESTIONS ABOUT SMOKING	extracted
Interview 1 (prenatal, ~12 wk gestation)	A144A	44	Number of glasses of spirits/week before		Depends on: A140 A141	AND NOW, QUESTIONS ABOUT SMOKING	extracted
Interview 1 (prenatal, ~12 wk gestation)	A145	44	If you think about the entire period of pregnancy - also the very beginning - how many times did you then have 5 drinks or more in one night/event?	1. no times | 2. times | 3. do not know | 4. do not want to answer | 9. Undefined | 10 irrelevant		AND NOW, QUESTIONS ABOUT SMOKING	extracted
Interview 1 (prenatal, ~12 wk gestation)	A145A	44	Number of times		Depends on: A145	AND NOW, QUESTIONS ABOUT SMOKING	extracted
Interview 1 (prenatal, ~12 wk gestation)	A146.1-30	44	What week(s) of gestation 1st, 2nd, 3rd etc. time? A1460101-A1460138 A1460201-A1460238 . . . A1463001-A1463038 A146xx39 do not know A146xx40 do not want to answer		Depends on: A145	AND NOW, QUESTIONS ABOUT SMOKING	range-header
Interview 1 (prenatal, ~12 wk gestation)	A147	44	How much cola do you drink per week?	1. never have coca cola | 2. less than 1 litre per week | 3. one litre or more per week | 4. do not know | 5. do not want to answer | 9. undefined | 10 irrelevant		AND NOW, QUESTIONS ABOUT SMOKING	extracted
Interview 1 (prenatal, ~12 wk gestation)	A148	45	Do you get any kind of excersise during pregnancy?	1. yes | 2. no | 3. do not know | 4. do not want to answer | 9. undefined | 10 irrelevant		AND NOW, QUESTIONS ABOUT SMOKING	extracted
Interview 1 (prenatal, ~12 wk gestation)	A149	45	What kind of exercise?		Depends on: A148	AND NOW, QUESTIONS ABOUT SMOKING	extracted
Interview 1 (prenatal, ~12 wk gestation)	A149_1	45	special gymnastics/aerobics for pregnant women			AND NOW, QUESTIONS ABOUT SMOKING	extracted
Interview 1 (prenatal, ~12 wk gestation)	A149_2	45	aerobics/gymnastics			AND NOW, QUESTIONS ABOUT SMOKING	extracted
Interview 1 (prenatal, ~12 wk gestation)	A149_3	45	dancing			AND NOW, QUESTIONS ABOUT SMOKING	extracted
Interview 1 (prenatal, ~12 wk gestation)	A149_4	45	cycling			AND NOW, QUESTIONS ABOUT SMOKING	extracted
Interview 1 (prenatal, ~12 wk gestation)	A149_5	45	fast walk			AND NOW, QUESTIONS ABOUT SMOKING	extracted
Interview 1 (prenatal, ~12 wk gestation)	A149_6	45	jogging, orienteering			AND NOW, QUESTIONS ABOUT SMOKING	extracted
Interview 1 (prenatal, ~12 wk gestation)	A149_7	45	ball games			AND NOW, QUESTIONS ABOUT SMOKING	extracted
Interview 1 (prenatal, ~12 wk gestation)	A149_8	45	swimming			AND NOW, QUESTIONS ABOUT SMOKING	extracted
Interview 1 (prenatal, ~12 wk gestation)	A149_9	45	fitness, health centres			AND NOW, QUESTIONS ABOUT SMOKING	extracted
Interview 1 (prenatal, ~12 wk gestation)	A149_10	45	badminton			AND NOW, QUESTIONS ABOUT SMOKING	extracted
Interview 1 (prenatal, ~12 wk gestation)	A149_11	45	tennis			AND NOW, QUESTIONS ABOUT SMOKING	extracted
Interview 1 (prenatal, ~12 wk gestation)	A149_12	45	horse back riding			AND NOW, QUESTIONS ABOUT SMOKING	extracted
Interview 1 (prenatal, ~12 wk gestation)	A149_13	45	other			AND NOW, QUESTIONS ABOUT SMOKING	extracted
Interview 1 (prenatal, ~12 wk gestation)	A149_14	45	do not know			AND NOW, QUESTIONS ABOUT SMOKING	extracted
Interview 1 (prenatal, ~12 wk gestation)	A149_15	45	do not want to answer			AND NOW, QUESTIONS ABOUT SMOKING	extracted
Interview 1 (prenatal, ~12 wk gestation)	A149A	45	other kinds of exercise, text		Depends on: A149	AND NOW, QUESTIONS ABOUT SMOKING	extracted
Interview 1 (prenatal, ~12 wk gestation)	A150.1-13	45	How many times a week do you (answer in A149)?	1. times | 2. do not know | 3. do not want to answer | 9. undefined | 10 irrelevant	Depends on: A148 A149	AND NOW, QUESTIONS ABOUT SMOKING	range-header
Interview 1 (prenatal, ~12 wk gestation)	A150_1	45	How many times a week do you (answer in A149)?	1. times | 2. do not know | 3. do not want to answer | 9. undefined | 10 irrelevant	Depends on: A148 A149	AND NOW, QUESTIONS ABOUT SMOKING	expanded
Interview 1 (prenatal, ~12 wk gestation)	A150_2	45	How many times a week do you (answer in A149)?	1. times | 2. do not know | 3. do not want to answer | 9. undefined | 10 irrelevant	Depends on: A148 A149	AND NOW, QUESTIONS ABOUT SMOKING	expanded
Interview 1 (prenatal, ~12 wk gestation)	A150_3	45	How many times a week do you (answer in A149)?	1. times | 2. do not know | 3. do not want to answer | 9. undefined | 10 irrelevant	Depends on: A148 A149	AND NOW, QUESTIONS ABOUT SMOKING	expanded
Interview 1 (prenatal, ~12 wk gestation)	A150_4	45	How many times a week do you (answer in A149)?	1. times | 2. do not know | 3. do not want to answer | 9. undefined | 10 irrelevant	Depends on: A148 A149	AND NOW, QUESTIONS ABOUT SMOKING	expanded
Interview 1 (prenatal, ~12 wk gestation)	A150_5	45	How many times a week do you (answer in A149)?	1. times | 2. do not know | 3. do not want to answer | 9. undefined | 10 irrelevant	Depends on: A148 A149	AND NOW, QUESTIONS ABOUT SMOKING	expanded
Interview 1 (prenatal, ~12 wk gestation)	A150_6	45	How many times a week do you (answer in A149)?	1. times | 2. do not know | 3. do not want to answer | 9. undefined | 10 irrelevant	Depends on: A148 A149	AND NOW, QUESTIONS ABOUT SMOKING	expanded
Interview 1 (prenatal, ~12 wk gestation)	A150_7	45	How many times a week do you (answer in A149)?	1. times | 2. do not know | 3. do not want to answer | 9. undefined | 10 irrelevant	Depends on: A148 A149	AND NOW, QUESTIONS ABOUT SMOKING	expanded
Interview 1 (prenatal, ~12 wk gestation)	A150_8	45	How many times a week do you (answer in A149)?	1. times | 2. do not know | 3. do not want to answer | 9. undefined | 10 irrelevant	Depends on: A148 A149	AND NOW, QUESTIONS ABOUT SMOKING	expanded
Interview 1 (prenatal, ~12 wk gestation)	A150_9	45	How many times a week do you (answer in A149)?	1. times | 2. do not know | 3. do not want to answer | 9. undefined | 10 irrelevant	Depends on: A148 A149	AND NOW, QUESTIONS ABOUT SMOKING	expanded
Interview 1 (prenatal, ~12 wk gestation)	A150_10	45	How many times a week do you (answer in A149)?	1. times | 2. do not know | 3. do not want to answer | 9. undefined | 10 irrelevant	Depends on: A148 A149	AND NOW, QUESTIONS ABOUT SMOKING	expanded
Interview 1 (prenatal, ~12 wk gestation)	A150_11	45	How many times a week do you (answer in A149)?	1. times | 2. do not know | 3. do not want to answer | 9. undefined | 10 irrelevant	Depends on: A148 A149	AND NOW, QUESTIONS ABOUT SMOKING	expanded
Interview 1 (prenatal, ~12 wk gestation)	A150_12	45	How many times a week do you (answer in A149)?	1. times | 2. do not know | 3. do not want to answer | 9. undefined | 10 irrelevant	Depends on: A148 A149	AND NOW, QUESTIONS ABOUT SMOKING	expanded
Interview 1 (prenatal, ~12 wk gestation)	A150_13	45	How many times a week do you (answer in A149)?	1. times | 2. do not know | 3. do not want to answer | 9. undefined | 10 irrelevant	Depends on: A148 A149	AND NOW, QUESTIONS ABOUT SMOKING	expanded
Interview 1 (prenatal, ~12 wk gestation)	A150A.1-13	45	number of times/week		Depends on: A150.1	AND NOW, QUESTIONS ABOUT SMOKING	extracted
Interview 1 (prenatal, ~12 wk gestation)	A151.1-13	45	How many minutes at a time do (answer in 149)?	1. Minutes | 2. do not know | 3. do not want to answer | 9. undefined | 10 irrelevant		AND NOW, QUESTIONS ABOUT SMOKING	range-header
Interview 1 (prenatal, ~12 wk gestation)	A151_1	45	How many minutes at a time do (answer in 149)?	1. Minutes | 2. do not know | 3. do not want to answer | 9. undefined | 10 irrelevant		AND NOW, QUESTIONS ABOUT SMOKING	expanded
Interview 1 (prenatal, ~12 wk gestation)	A151_2	45	How many minutes at a time do (answer in 149)?	1. Minutes | 2. do not know | 3. do not want to answer | 9. undefined | 10 irrelevant		AND NOW, QUESTIONS ABOUT SMOKING	expanded
Interview 1 (prenatal, ~12 wk gestation)	A151_3	45	How many minutes at a time do (answer in 149)?	1. Minutes | 2. do not know | 3. do not want to answer | 9. undefined | 10 irrelevant		AND NOW, QUESTIONS ABOUT SMOKING	expanded
Interview 1 (prenatal, ~12 wk gestation)	A151_4	45	How many minutes at a time do (answer in 149)?	1. Minutes | 2. do not know | 3. do not want to answer | 9. undefined | 10 irrelevant		AND NOW, QUESTIONS ABOUT SMOKING	expanded
Interview 1 (prenatal, ~12 wk gestation)	A151_5	45	How many minutes at a time do (answer in 149)?	1. Minutes | 2. do not know | 3. do not want to answer | 9. undefined | 10 irrelevant		AND NOW, QUESTIONS ABOUT SMOKING	expanded
Interview 1 (prenatal, ~12 wk gestation)	A151_6	45	How many minutes at a time do (answer in 149)?	1. Minutes | 2. do not know | 3. do not want to answer | 9. undefined | 10 irrelevant		AND NOW, QUESTIONS ABOUT SMOKING	expanded
Interview 1 (prenatal, ~12 wk gestation)	A151_7	45	How many minutes at a time do (answer in 149)?	1. Minutes | 2. do not know | 3. do not want to answer | 9. undefined | 10 irrelevant		AND NOW, QUESTIONS ABOUT SMOKING	expanded
Interview 1 (prenatal, ~12 wk gestation)	A151_8	45	How many minutes at a time do (answer in 149)?	1. Minutes | 2. do not know | 3. do not want to answer | 9. undefined | 10 irrelevant		AND NOW, QUESTIONS ABOUT SMOKING	expanded
